Series Name,Series Code,Country Name,Country Code,GDP2016,GDP2017,GDP2018,GDP2019,GDP2020,Population2016,Population2017,Population2018,Population2019,Population2020
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ecuador,ECU,4203.12,4227.24,4206.80,4137.25,3758.33,16491116.00,16785356.00,17084359.00,17373657.00,17643060.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Egypt,EGY,35265.62,35979.95,37129.31,38425.88,39040.63,94447071.00,96442590.00,98423602.00,100388076.00,102334403.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,El Salvador,SLV,3732.32,3797.27,3869.12,3950.89,3618.73,6356137.00,6388124.00,6420740.00,6453550.00,6486201.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Equatorial Guinea,GNQ,5007724.29,4548629.91,4111950.89,3732050.55,3430514.58,1215181.00,1262008.00,1308966.00,1355982.00,1402985.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Eritrea,ERI,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Estonia,EST,16297.98,17173.42,17859.14,18681.92,18077.46,1315790.00,1317384.00,1321977.00,1326898.00,1331057.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,eSwatini,ETH,15135.57,16147.32,16801.92,17743.56,18346.00,103603461.00,106399926.00,109224410.00,112078727.00,114963583.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ethiopia,FRO,0.00,0.00,0.00,0.00,0.00,48173.00,48326.00,48497.00,48677.00,48865.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Faroe Islands,FJI,11249.23,11783.22,12148.98,12007.01,9649.47,872406.00,877460.00,883490.00,889955.00,896444.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Fiji,FIN,39547.96,40714.83,41194.27,41672.66,40450.08,5495303.00,5508214.00,5515525.00,5521606.00,5530719.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Finland,FRA,33309.03,33973.54,34487.86,34931.62,32029.01,66724104.00,66918020.00,67101930.00,67248926.00,67391582.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,France,PYF,0.00,0.00,0.00,0.00,0.00,274576.00,276108.00,277673.00,279285.00,280904.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,French Polynesia,GAB,2718728.00,2656264.11,2609816.66,2646216.15,2548827.36,2007882.00,2064812.00,2119275.00,2172578.00,2225728.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Gabon,GMB,24071.40,24494.12,25503.72,26269.54,25519.84,2149134.00,2213900.00,2280092.00,2347696.00,2416664.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Gambia, The",GEO,9368.55,9820.91,10300.55,10832.33,10181.96,3727505.00,3728004.00,3726549.00,3720161.00,3714000.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Georgia,DEU,37567.87,38401.59,38771.82,38899.36,36929.05,82348669.00,82657002.00,82905782.00,83092962.00,83240525.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Germany,GHA,4745.43,5018.49,5214.05,5434.56,5342.03,28481947.00,29121464.00,29767108.00,30417858.00,31072945.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ghana,GIB,0.00,0.00,0.00,0.00,0.00,33738.00,33723.00,33715.00,33706.00,33691.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Gibraltar,GRC,16262.81,16503.71,16795.04,17124.90,15721.33,10775971.00,10754679.00,10732882.00,10721582.00,10715549.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Greece,GRL,266658.95,267975.15,277334.31,0.00,0.00,56186.00,56172.00,56023.00,56225.00,56367.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Greenland,GRD,20576.55,21372.28,22142.50,22469.78,19854.60,110263.00,110874.00,111449.00,112002.00,112519.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Grenada,GUM,33783.78,33807.93,33202.63,33551.51,0.00,162948.00,164281.00,165770.00,167295.00,168783.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guam,GTM,29366.60,29782.33,30283.18,30967.19,30036.66,15827690.00,16087418.00,16346950.00,16604026.00,16858333.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guatemala,GIN,4637953.86,4976158.64,5144726.77,5283294.03,5496906.22,11738434.00,12067516.00,12414292.00,12771246.00,13132792.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guinea,GNB,255725.32,264089.36,260892.43,266016.88,253421.21,1782434.00,1828146.00,1874304.00,1920917.00,1967998.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guinea-Bissau,GUY,1185878.40,1224047.61,1272189.30,1333835.78,1904574.23,771363.00,775218.00,779007.00,782775.00,786559.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Guyana,HTI,57935.89,58492.05,58714.75,57010.16,54413.07,10839976.00,10982367.00,11123183.00,11263079.00,11402533.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Haiti,HND,21303.12,21960.02,22427.37,22647.75,20287.52,9270794.00,9429016.00,9587523.00,9746115.00,9904608.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Honduras,HKG,369426.71,380573.48,388291.24,378900.82,357075.70,7336600.00,7391700.00,7451000.00,7507400.00,7481800.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Hong Kong SAR, China",HUN,3636120.48,3803181.58,4013627.86,4201813.38,4002296.57,9814023.00,9787966.00,9775564.00,9771141.00,9749763.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Hungary,ISL,7323287.99,7453599.32,7598767.24,7624466.70,7003643.29,335439.00,343400.00,352721.00,360563.00,366425.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Iceland,IND,92925.88,98190.86,103525.64,106623.82,97165.51,1324517250.00,1338676779.00,1352642283.00,1366417756.00,1380004385.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,India,IDN,36071049.70,37456609.88,38950313.88,40458253.52,39201158.06,261556386.00,264650969.00,267670549.00,270625567.00,273523621.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Indonesia,IRN,86924760.82,88948152.73,82437227.54,75812335.94,76082031.98,79563991.00,80673888.00,81800204.00,82913893.00,83992953.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Iran,IRQ,5706869.79,5466122.61,5276014.94,5387710.80,4719685.73,36610632.00,37552789.00,38433604.00,39309789.00,40222503.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Iraq,IRL,56377.52,60858.30,65228.11,67922.88,69395.13,4755335.00,4807388.00,4867316.00,4934340.00,4994724.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Ireland,IMN,59543.34,61003.06,62009.92,0.00,0.00,83296.00,83610.00,84073.00,84589.00,85032.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Isle of Man,ISR,141722.93,143944.14,146110.20,148293.32,142117.99,8546000.00,8713300.00,8882800.00,9054000.00,9216900.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Israel,ITA,27656.86,28160.31,28479.58,28892.68,26406.96,60627498.00,60536709.00,60421760.00,59729081.00,59554023.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Italy,JAM,298286.93,299754.73,303962.41,305278.30,272947.13,2906242.00,2920848.00,2934853.00,2948277.00,2961161.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Jamaica,JPN,4205638.42,4303902.30,4326572.63,4347344.16,0.00,126994511.00,126785797.00,126529100.00,126264931.00,125836021.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Japan,JOR,2964.50,2954.77,2957.67,2974.79,2899.52,9554286.00,9785840.00,9965322.00,10101697.00,10203140.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Jordan,KAZ,733715.47,753477.60,774126.93,798597.17,767847.92,17794055.00,18037776.00,18276452.00,18513673.00,18754440.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kazakhstan,KEN,87677.15,89750.58,93246.43,96042.01,93614.68,49051531.00,50221146.00,51392570.00,52573967.00,53771300.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kenya,KIR,1658.68,1649.66,1663.21,1675.06,1691.14,112529.00,114153.00,115842.00,117608.00,119446.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kiribati,PRK,0.00,0.00,0.00,0.00,0.00,25307665.00,25429816.00,25549606.00,25666158.00,25778815.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,North Korea,KOR,33325917.94,34282437.43,35111870.21,35756928.11,35365572.10,51217803.00,51361911.00,51606633.00,51709098.00,51780579.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,South Korea,XKX,2845.58,2943.57,3045.48,3210.65,3012.23,1777557.00,1791003.00,1797085.00,1788878.00,1775378.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kosovo,KWT,10285.25,9560.80,9489.94,9372.46,0.00,3956862.00,4056102.00,4137314.00,4207077.00,4270563.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kuwait,KGZ,47984.48,49296.42,50140.97,51364.08,45974.09,6079500.00,6198200.00,6322800.00,6456200.00,6591600.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Kyrgyzstan ,LAO,15909643.33,16744064.57,17516963.11,18194825.38,18008291.35,6845848.00,6953031.00,7061498.00,7169456.00,7275556.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lao PDR,LVA,12831.44,13366.49,14013.16,14396.97,13964.83,1959537.00,1942248.00,1927174.00,1913822.00,1901548.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Latvia,LBN,9661520.49,9593552.61,9353827.74,8731830.00,6990129.56,6714281.00,6819373.00,6859408.00,6855709.00,6825442.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lebanon,LSO,10845.21,10421.64,10212.16,10092.12,8904.67,2075041.00,2091532.00,2108327.00,2125267.00,2142252.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lesotho,LBR,301.84,301.70,297.99,284.22,269.49,4586788.00,4702224.00,4818976.00,4937374.00,5057677.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Liberia,LBY,3609.52,4511.04,5117.60,5170.81,3503.84,6492160.00,6580723.00,6678565.00,6777453.00,6871287.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Libya,LIE,0.00,0.00,0.00,0.00,0.00,37655.00,37805.00,37918.00,38020.00,38137.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Liechtenstein,LTU,13348.43,14116.10,14812.50,15496.16,15357.95,2868231.00,2828403.00,2801543.00,2794137.00,2794700.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Lithuania,LUX,93550.35,92948.12,94008.71,94298.84,91253.98,582014.00,596336.00,607950.00,620001.00,632275.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Luxembourg,MAC,622131.31,673515.61,706785.43,678734.82,292488.40,612824.00,622578.00,631633.00,640446.00,649342.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Macao SAR, China",MKD,209205.74,211341.90,217329.50,224173.95,214022.41,2080746.00,2081996.00,2082957.00,2083458.00,2083380.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Madagascar,MDG,784886.44,794188.04,798012.10,811284.49,756954.04,24894370.00,25570511.00,26262313.00,26969306.00,27691019.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malawi,MWI,358640.44,363172.12,369339.55,380292.77,373291.71,17205253.00,17670193.00,18143215.00,18628749.00,19129955.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malaysia,MYS,40062.78,41819.11,43225.49,44490.25,41464.10,30684652.00,31104655.00,31528033.00,31949789.00,32365998.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Maldives,MDV,130839.84,134370.00,139853.48,145326.27,97095.14,475505.00,496398.00,515704.00,530957.00,540542.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mali,MLI,261142.22,266871.75,271255.28,275794.38,263305.52,17965448.00,18512429.00,19077755.00,19658023.00,20250834.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Malta,MLT,22851.72,24039.68,24417.06,24776.22,22110.65,455356.00,467999.00,484630.00,504062.00,525285.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Marshall Islands,MHL,3217.22,3307.14,3396.76,3595.21,0.00,57723.00,58053.00,58412.00,58791.00,59194.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mauritania,MRT,51147.44,51464.61,51112.32,52679.83,50512.13,4163532.00,4282582.00,4403312.00,4525698.00,4649660.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mauritius,MUS,263237.68,273031.62,283142.24,291584.28,248226.33,1263473.00,1264613.00,1265303.00,1265711.00,1265740.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mexico,MEX,143896.48,145236.81,146762.25,145090.09,131733.97,123333379.00,124777326.00,126190782.00,127575529.00,128932753.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,"Micronesia, Fed. Sts.",FSM,2213.91,2247.88,2229.06,2232.60,0.00,110215.00,111461.00,112640.00,113811.00,115021.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Moldova,MDA,38586.81,41086.14,43596.27,45919.61,43460.82,2802170.00,2755158.00,2708214.00,2663251.00,2617820.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Monaco,MCO,146612.09,140439.42,147889.13,157818.04,0.00,38070.00,38392.00,38682.00,38967.00,39244.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mongolia,MNG,5246743.00,5424829.29,5714394.12,5906815.91,5501039.73,3056358.00,3113788.00,3170214.00,3225166.00,3278292.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Montenegro,MNE,4353.17,4557.98,4790.55,4986.78,4232.94,622303.00,622373.00,622227.00,622028.00,621718.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Morocco,MAR,25583.30,26324.26,26809.85,27135.83,24899.66,35126274.00,35581257.00,36029089.00,36471766.00,36910558.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Mozambique,MOZ,22115.08,22286.55,22392.04,22249.16,21338.95,27829930.00,28649007.00,29496009.00,30366043.00,31255435.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Myanmar,MMR,1479553.30,1564370.29,1659842.36,1677438.57,1499717.12,53045199.00,53382521.00,53708318.00,54045422.00,54409794.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Namibia,NAM,61944.56,60170.70,59702.40,58240.96,52612.80,2358044.00,2402623.00,2448300.00,2494524.00,2540916.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nauru,NRU,8306.28,7752.67,8147.59,8082.50,0.00,10474.00,10577.00,10678.00,10764.00,10834.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nepal,NPL,68605.59,73765.43,78079.76,81784.26,78624.95,27263430.00,27632682.00,28095712.00,28608715.00,29136808.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Netherlands,NLD,41404.46,42358.54,43106.14,43543.04,41682.61,17030314.00,17131296.00,17231624.00,17344874.00,17441139.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,New Caledonia,NCL,0.00,0.00,0.00,0.00,0.00,269350.00,270000.00,270650.00,271300.00,271960.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,New Zealand,NZL,56185.57,57012.36,57795.45,57811.38,57172.90,4714100.00,4813600.00,4900600.00,4979300.00,5084300.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nicaragua,NIC,28219.52,29152.48,27820.42,26470.69,25637.65,6303970.00,6384843.00,6465502.00,6545503.00,6624554.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Niger,NER,291173.91,294215.44,303642.13,309593.20,302606.81,20788789.00,21602388.00,22442831.00,23310719.00,24206636.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Nigeria,NGA,369178.00,362574.08,360109.57,358742.05,343459.23,185960244.00,190873247.00,195874685.00,200963603.00,206139587.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,North Macedonia,MNP,18972.36,23217.16,18615.20,16447.31,0.00,56187.00,56553.00,56889.00,57213.00,57557.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Northern Mariana Islands,NOR,600724.92,609736.69,612502.16,613564.10,605311.48,5234519.00,5276968.00,5311916.00,5347896.00,5379475.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Norway,OMN,6413.10,6177.80,6023.47,5799.03,0.00,4479217.00,4665926.00,4829476.00,4974992.00,5106622.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Oman,PAK,57730.91,59684.49,61881.49,61241.87,60357.76,203631356.00,207906210.00,212228288.00,216565317.00,220892331.00
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Pakistan,PLW,15815.77,15433.42,15968.39,15213.72,0.00,17718.00,17809.00,17911.00,18001.00,18092.00
